obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
88352-5364-1,88352-5364,Opening Year,unknown,unknown,,00:00,24:00,volume,620
88352-5364-1,88352-5364,Design Year,unknown,unknown,,00:00,24:00,volume,620
